SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,totalCharges,TenureGroup,AvgMonthlyCharges,ContractLevel,SeniorRisk,FiberAndStreaming,NumServices
0,1,0,-0.13727439951791576,0,0,-1.0307027500219619,1009.25,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,-0.5618566721242643,,1169.8389377063102,0,0,False,1
0,1,1,-0.0965540357978854,1,0,0.574593152138513,2570.2,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0.12727113732025933,,2844.885141824605,0,0,False,4
1,0,0,-1.2774445836787656,1,0,0.3303089931140931,74.7,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.9744415687041545,,-269.24295659161294,0,0,False,3
0,1,1,1.369379058123207,1,1,0.6394032351449919,5714.25,0,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,1.5153055325821543,0-12,2411.707818725416,2,0,False,6
0,0,0,1.3286586944031769,1,1,1.5384354122348645,7107.0,0,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,2.130176448757471,0-12,3051.9715135074734,0,0,True,7
0,0,0,1.6137012404433893,1,1,1.2010906212011416,7459.05,0,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,2.2855993933200414,0-12,2853.8265523930513,2,0,True,6
0,0,0,-0.8295205827584317,1,1,0.47156173812821356,927.35,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.5980138633177725,,5439.659608209186,0,0,False,3
0,1,1,1.5729808767233588,1,1,0.06940686408801149,4748.7,0,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,1.0890347638777371,0-12,1845.6025238894806,1,0,False,4
0,0,0,-1.1145631287986442,1,0,-1.4527991880641573,113.85,1,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.957157636650115,,-993.7752328683554,0,0,False,1
0,0,0,0.7992939660427822,1,0,-1.4544609850643233,1107.2,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.5186137310082188,0-12,615.3524776360384,2,0,False,1
1,1,0,-0.30015585439803716,1,1,1.1213243651931677,2514.5,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.10268071547070626,,3592.9428227726075,0,1,True,6
0,0,0,-1.2774445836787656,1,0,-1.481049737066981,20.2,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.9985022148585647,,-72.80733230455932,0,0,False,1
0,1,1,-1.2774445836787656,1,0,-1.505976692069473,19.45,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,-0.9988333246680291,,-70.10408976849895,0,0,False,1
0,0,0,0.22920887396235737,1,0,1.0049985751815391,3605.6,0,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,0.5843792662794571,0-12,2933.268768535115,1,0,True,5
1,1,0,1.369379058123207,0,0,-0.6385186579827569,3027.25,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,0.3290494552078404,0-12,1277.6554218377767,1,0,False,3
0,1,0,1.4508197855632678,1,1,1.503537675231376,7611.85,1,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,2.3530574985015806,0-12,3105.838317789891,2,0,True,7
0,0,0,-1.1145631287986442,0,0,-1.3447823830533592,100.2,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.9631838351823664,,-874.6269506667476,0,0,False,0
0,1,1,1.6137012404433893,1,1,1.3091074262119398,7303.05,0,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,2.216728552951454,0-12,2794.1410774098676,1,0,True,6
0,0,0,-0.015113308357824713,0,0,-1.150352134033923,927.65,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.5978814193939866,,941.8849984187112,1,0,False,1
0,0,0,0.43281069256250915,1,0,0.9833952141793793,3921.3,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,0.7237544220766552,0-12,2736.7886213823226,1,0,True,4
0,1,1,1.6137012404433893,1,0,-1.5076384890696393,1363.25,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.4055728420570864,0-12,521.5783575052892,2,0,False,1
0,1,0,0.9214550572028734,1,1,1.0631614701873533,5238.9,1,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1.3054481353436427,0-12,2726.5274721681194,0,0,True,5
0,0,0,0.7992939660427822,1,0,-0.22639300194155818,3042.25,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,0.33567165139712757,0-12,1690.8020909395211,1,0,False,4
0,0,0,0.43281069256250915,1,1,0.893658176170409,3954.1,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,0.7382349577438965,0-12,2759.6806895182317,0,0,True,5
1,1,0,0.18848851024232702,1,1,0.39013368512007346,2868.15,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.2588100276268009,0-12,2413.2753285222743,0,1,False,2
0,1,1,1.2879383306831464,0,1,-0.33773340095268845,3423.5,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,0.5039858045415107,0-12,1496.3252960484258,2,0,False,4
0,1,1,-1.1960038562387048,1,0,0.8338334841644282,248.4,0,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.8977565368322087,,-1267.3220046114002,0,0,True,5
0,0,0,0.14776814652229667,0,0,-1.1204397880309327,1126.35,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.510159393873229,0-12,981.3393091739015,2,0,False,1
0,1,1,-0.9109613101984924,1,1,1.1794872601989819,1064.65,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.5373986941984968,,11957.161570699269,0,0,True,5
0,0,0,0.35136996512244845,1,0,-1.4660935640654862,835.15,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.6387182958945911,0-12,618.0024875159384,2,0,False,1
0,1,1,-0.21871512695797646,1,1,0.6792863631489789,2151.6,0,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.05753228433544878,,2753.925071686714,0,0,False,4
0,1,1,0.9621754209229036,1,1,1.1645310871974868,5515.45,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,1.427539359086801,0-12,2810.8852762031966,1,0,True,5
0,0,0,-1.0738427650786138,1,0,-1.46443176706532,112.75,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.9576432643706626,,-1526.8929851145904,0,0,False,1
0,0,0,-1.1960038562387048,1,1,0.32033821111309646,229.55,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.9060784300434129,,-1171.1504273693515,0,0,False,2
